1599841738759604	1048576
1599841738759720	1048576
1599841738759851	256
1599841738759995	38535168
1599841738760066	256
1599841738760098	9216
1599841738760171	-9216
1599841738760200	2359296
1599841738760260	256
1599841738760308	1024
1599841738760354	256
1599841738760367	9216
1599841738760433	-9216
1599841738760454	9437184
1599841738760506	256
1599841738760552	256
1599841738760598	256
1599841738760641	1024
1599841738760683	256
1599841738760728	2048
1599841738760772	256
1599841738760815	2048
1599841738760858	256
1599841738760900	16384
1599841738760943	256
1599841738760956	9216
1599841738761013	-9216
1599841738761034	16400384
1599841738761086	256
1599841738761129	256
1599841738761175	256
1599841738761188	9216
1599841738761244	-9216
1599841738761264	9437184
1599841738761312	256
1599841738761325	9216
1599841738761382	-9216
1599841738761402	9437184
1599841738761455	256
1599841738761468	9216
1599841738761525	-9216
1599841738761546	1179648
1599841738761595	256
1599841738761639	2048
1599841738761683	256
1599841738761726	2048
1599841738761791	256
1599841738761835	4096
1599841738761879	256
1599841738761881	256
1599841738761930	-256
1599841738761949	294912
1599841738762000	256
1599841738762044	512
1599841738762088	256
1599841738764540	9216
1599841738764621	-9216
1599841738764657	9437184
1599841738764713	256
1599841738764727	9216
1599841738764785	-9216
1599841738764806	411041792
1599841738764859	256
1599841738764908	2048
1599841738764955	256
1599841738764968	9216
1599841738765025	-9216
1599841738765046	67108864
1599841738765103	256
1599841738765148	16384
1599841738765194	256
1599841738765238	6912
1599841738765285	256
1599841738765299	9216
1599841738765355	-9216
1599841738765376	2359296
1599841738765432	256
1599841738765434	256
1599841738765484	-256
1599841738765504	589824
1599841738765554	256
1599841738765567	9216
1599841738765623	-9216
1599841738765644	4718592
1599841738765693	256
1599841738765738	1024
1599841738765783	256
1599841738765826	2048
1599841738765870	256
1599841738765872	256
1599841738765919	-256
1599841738765938	147456
1599841738765986	256
1599841738766031	512
1599841738766074	256
1599841738766088	9216
1599841738766154	-9216
1599841738766176	9437184
1599841738766235	822083584
1599841738766253	6912
1599841738766361	301312
1599841738766479	-301312
1599841738766484	-6912
1599841738766536	262144
1599841738766582	-1048576
1599841738766602	262144
1599841738766639	-1048576
1599841738766762	-256
1599841738766764	-256
1599841738766765	-256
1599841738766766	-256
1599841738766766	-256
1599841738766767	-256
1599841738766768	-256
1599841738766769	-256
1599841738766769	-256
1599841738766770	-256
1599841738766771	-256
1599841738766772	-256
1599841738766773	-256
1599841738766774	-256
1599841738766775	-256
1599841738766776	-256
1599841738766776	-256
1599841738766777	-256
1599841738766778	-256
1599841738766779	-256
1599841738766780	-256
1599841738766780	-256
1599841738766781	-256
1599841738766782	-256
1599841738766783	-256
1599841738766783	-256
1599841738766784	-256
1599841738766785	-256
1599841738766786	-256
1599841738766787	-256
1599841738766788	-256
1599841738766852	1835008
1599841738766889	-262144
1599841738766907	1048576
1599841738766941	-262144
1599841738767049	1048576
1599841738767098	1048576
1599841738767149	822083584
1599841738767156	262144
1599841738767216	409856
1599841738767373	-409856
1599841738767377	-262144
1599841738767529	205520896
1599841738767620	411041792
1599841738767626	294912
1599841738767680	1388445696
1599841738767838	-1388445696
1599841738767842	-294912
1599841738767988	411041792
1599841738767994	589824
1599841738768044	1852047360
1599841738768148	-1852047360
1599841738768152	-589824
1599841738768294	102760448
