1598953229989182	2048
1598953229989305	8388608
1598953229989379	8388608
1598953229989458	256
1598953229989482	9216
1598953229989559	-9216
1598953229989591	150994944
1598953229989662	256
1598953229989679	9216
1598953229989748	-9216
1598953229989775	67108864
1598953229989844	256
1598953229989902	1536
1598953229989959	256
1598953229989975	9216
1598953229990041	-9216
1598953229990067	3538944
1598953229990160	256
1598953229990222	16384
1598953229990280	256
1598953229990336	768
1598953229990393	256
1598953229990447	1024
1598953229990506	256
1598953229990522	9216
1598953229990589	-9216
1598953229990628	16400384
1598953229990698	256
1598953229990701	256
1598953229990765	-256
1598953229990793	92928
1598953229990853	256
1598953229990910	1536
1598953229990968	256
1598953229991027	4096
1598953229991085	256
1598953229991144	256
1598953229991201	256
1598953229991218	9216
1598953229991291	-9216
1598953229991318	1228800
1598953229991388	316594176
1598953229991465	256
1598953229991527	16384
1598953229991586	256
1598953229991604	9216
1598953229991674	-9216
1598953229991701	5308416
1598953229991794	256
1598953229991812	9216
1598953229991886	-9216
1598953229991914	2654208
1598953229991985	396492800
1598953229991995	92928
1598953229992080	18176
1598953229992190	-18176
1598953229992195	-92928
1598953229992255	2097152
1598953229992313	-8388608
1598953229992338	2097152
1598953229992388	-8388608
1598953229992666	-256
1598953229992668	-256
1598953229992670	-256
1598953229992671	-256
1598953229992672	-256
1598953229992672	-256
1598953229992673	-256
1598953229992674	-256
1598953229992675	-256
1598953229992676	-256
1598953229992677	-256
1598953229992678	-256
1598953229992679	-256
1598953229992680	-256
1598953229992680	-256
1598953229992767	14680320
1598953229992816	-2097152
1598953229992841	8388608
1598953229992890	-2097152
1598953229995928	8388608
1598953229996009	8388608
1598953229996089	95551488
1598953229996205	286654464
1598953229996214	2097152
1598953229996296	623927296
1598953229996525	-623927296
1598953229996531	-2097152
1598953229996741	66453504
1598953229996843	132907008
1598953229996852	2654208
1598953229996929	455639040
1598953229997115	-455639040
1598953229997120	-2654208
1598953229997315	132907008
1598953229997323	5308416
1598953229997395	798031872
1598953229997571	-798031872
1598953229997575	-5308416
1598953229997766	88604672
1598953229997774	3538944
1598953229997843	683016192
1598953229998019	-683016192
1598953229998024	-3538944
1598953229998234	18874368
1598953229998351	8388608
1598953229998660	8388608
1598953229998941	2097152
1598953229999107	2048
1598953229999110	2048
1598953229999335	-2048
1598953229999350	-2048
1598953229999453	256
1598953229999508	-2048
1598953229999528	4096
1598953229999612	8388608
1598953229999723	16400384
1598953229999784	-8388608
1598953229999786	-2097152
1598953229999933	-4096
1598953230000056	-16400384
1598953230000119	-256
1598953230000184	-4096
1598953230000245	-8388608
1598953230000306	-16400384
1598953230000385	-8388608
1598953230000420	16384
1598953230000503	8388608
1598953230000612	67108864
1598953230000671	-8388608
1598953230000673	-8388608
1598953230000779	-16384
1598953230000922	-67108864
1598953230001120	-16384
1598953230001205	-8388608
1598953230001272	-67108864
1598953230001344	-8388608
1598953230001362	16896
1598953230001453	25165824
1598953230001542	150994944
1598953230001609	-14680320
1598953230001686	-16384
1598953230001772	-150994944
1598953230001843	-16896
1598953230001861	88604672
1598953230001959	-18874368
1598953230001961	-25165824
1598953230002040	-150994944
1598953230002133	-88604672
1598953230002154	1024
1598953230002178	146279168
1598953230002226	16896
1598953230002294	-16896
1598953230002297	-146279168
1598953230002336	146279168
1598953230002349	3538944
1598953230002411	132907008
1598953230002445	532021248
1598953230002632	-146279168
1598953230002636	-532021248
